amount_inr,is_business_hours,hour_of_day,action_code,geo_code,label,action_name,geo_name,predicted_label,anomaly_score,risk_score_0_100
37095.66,1,16,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.1523651800071244,21
22823.84,1,16,0,2,1,BOND_QUERY,"Delhi, DL",1,0.13903491061452172,25
5891.17,1,11,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.1488185267493961,22
144.12,1,12,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.20150839416805322,8
44593.67,1,16,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.14009763526658553,25
12306.38,1,15,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.1662748956616299,17
10726.36,1,10,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.1947801678724902,10
9792.93,1,9,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.11186212417664398,32
3792.98,1,15,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.1902426335111685,11
584.27,1,9,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.15580058311231115,20
11986.42,1,13,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22315145758826488,2
4130906.2,0,23,3,1,-1,BULK_POSITION_EXPORT,"Beijing, CN",-1,-0.12880928042057116,98
1991.75,1,17,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.18064681628074136,14
3367.48,1,12,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.21033816051347987,5
4398.74,1,14,11,2,1,RATE_CHECK,"Delhi, DL",1,0.21316923423640938,5
5114.44,1,16,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.13355072630453024,26
3716462.11,0,2,17,5,-1,UNAUTHORIZED_TRADE,"Moscow, RU",-1,-0.10856760297817403,92
7342.5,1,11,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.1930457670423837,10
2218.69,1,16,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.20122584380342418,8
1924135.39,0,20,17,5,-1,UNAUTHORIZED_TRADE,"Moscow, RU",-1,-0.09082311961103728,88
22914.95,1,15,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.17972659339321384,14
19338.71,1,14,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.20112060466788917,8
16143.09,1,9,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.08431601913469244,40
9673.85,1,10,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.12481294650552721,29
531.07,1,16,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.10949706629590195,33
1033.25,1,17,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.15633225701393016,20
3824.19,1,14,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22112049807157275,3
32339.31,1,12,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.16780385659737596,17
6972.0,1,15,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.16979226576055934,17
521.6,1,9,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.14942471457702822,22
840.77,1,16,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.16926343948513434,17
21272.73,1,11,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.19361867265919736,10
8527.42,1,9,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.1656510082112745,18
891.21,1,14,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.1749488685167397,15
10054.12,1,14,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.21974879042220669,3
6429.27,1,9,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.1384699479182936,25
32721.36,1,15,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.15990337349635442,19
5537.69,1,16,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.2013113209695379,8
46856.19,1,14,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.16606776901808906,18
2118.04,1,14,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.17917096333809956,14
22471.63,1,16,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.19430985281509217,10
10261.39,1,16,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.14890010238146972,22
37432.18,1,17,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.06345733657974872,46
18302.76,1,9,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.18720104447837965,12
41405.16,1,9,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.11843377740449001,31
11243.47,1,12,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.19188451581382387,10
22599.11,1,12,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.1930367175432861,10
84.76,1,11,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.13539359633130377,26
14945.05,1,16,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.2084450668226624,6
2465.77,1,9,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.14613947350719547,23
8056.51,1,15,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.18562247761575223,12
8480.62,1,17,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.15847071605459206,20
32864.5,1,9,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.1414666586892625,24
10101.35,1,11,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.17586734808905125,15
64592.94,1,10,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.0676769591977261,44
20462.99,1,14,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.1851932523014715,12
10061.58,1,9,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.17426374582332105,15
236.01,1,12,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.14908654043258635,22
17424.2,1,11,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.13074705713481238,27
13006.42,1,13,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.19963385709963138,8
16244.13,1,10,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12019870494359375,30
11066.93,1,14,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.21462975337161794,4
3311.53,1,13,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.21154693079328724,5
17815.19,1,10,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.19573868652627413,9
20904.4,1,16,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.1505755541477664,22
46191.86,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.11832802337541459,31
1989.05,1,15,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.20241405795296002,8
16232.11,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.16802269826529764,17
42231.67,1,11,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.15634276318918572,20
14258.31,1,14,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1535908793147936,21
6427.38,1,9,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.14873288006383706,22
14259.92,1,9,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.18364027830487967,13
14784.72,1,10,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.11090084253215249,33
22650.85,1,9,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.11411873563807051,32
2687.62,1,13,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.19373500189426085,10
13120.27,1,11,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1442811901136723,23
16940.86,1,17,11,2,1,RATE_CHECK,"Delhi, DL",1,0.17146605165271,16
24460.15,1,13,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.14865046245382307,22
11742.87,1,11,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.13523352432942692,26
28502.16,1,16,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.16521520821684205,18
823.44,1,14,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.16071019554258814,19
135.7,1,10,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.18152756863927788,13
6503.46,1,11,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.2170780974148372,4
29243.09,1,14,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.1466477623281145,23
7105.01,1,14,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.18931816016086467,11
2398.73,1,15,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.2073173804668016,6
2883762.26,0,5,15,3,-1,UNAUTHORIZED_API_CALL,"Dubai, UAE",-1,-0.07806843926219376,84
3442.24,1,17,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1032523240912665,35
10177.58,1,11,11,2,1,RATE_CHECK,"Delhi, DL",1,0.2137542473731256,5
26575.6,1,14,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.17865920781507716,14
43502.18,1,11,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.13493616512125195,26
19207.27,1,17,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.09710564283975165,36
7034.13,1,9,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.18147682938067433,13
0.09,0,1,9,5,-1,MASS_RECORD_ACCESS,"Moscow, RU",-1,-0.04644138716878499,75
1682.92,1,9,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.1294386480710369,28
5450.73,1,14,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.2151333512359545,4
0.23,0,5,12,4,-1,RATE_MANIPULATION_QUERY,"Lagos, NG",-1,-0.024457381355992625,69
273.61,1,17,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.12953042113701418,27
611.12,1,10,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.17081491651290576,16
1116.17,1,10,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.11651754512786816,31
7916.77,1,15,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.1834741069551794,13
6314.55,1,16,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.1971244004626007,9
19933.32,1,16,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.16709353296571644,17
342.42,1,14,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.2004463589069969,8
16164.37,1,17,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.12978035941896393,27
21964.76,1,10,0,2,1,BOND_QUERY,"Delhi, DL",1,0.14443285366290193,23
4153.98,1,13,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.18024061131078267,14
3518.47,1,10,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.17854906734315074,14
11785.47,1,12,11,2,1,RATE_CHECK,"Delhi, DL",1,0.21439997203076971,4
13836.18,1,13,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.15680051771674192,20
12117.25,1,13,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.19819225258910766,9
485.63,1,16,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.17866426019649673,14
7931.69,1,15,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.22153659045525775,2
15829.53,1,10,11,2,1,RATE_CHECK,"Delhi, DL",1,0.1988683850629172,9
35771.67,1,17,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.09513019525384359,37
5488.61,1,14,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.2179009371617056,3
4706.93,1,14,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.15075400601267924,22
13288.93,1,12,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.14904673740855862,22
182.74,1,11,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.18812232342203755,12
7608.4,1,12,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.2242347803686212,2
35674.11,1,17,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.1398611111446983,25
56300.32,1,16,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.08470156418129693,40
2936627.72,0,2,12,5,-1,RATE_MANIPULATION_QUERY,"Moscow, RU",-1,-0.09789559698281802,90
11502.61,1,16,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.18328832139686096,13
3622.29,1,16,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.11265861049155435,32
1356.38,1,14,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.20843533694553174,6
2319.94,1,14,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.19168920491597696,11
1845.02,1,10,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.2056931009200892,7
13717.82,1,17,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.09212101952397056,38
2771.5,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.1639272973708859,18
17784.65,1,9,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.15773380976590734,20
39807.04,1,14,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.08750054152304043,39
2271.05,1,17,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.1504872847325029,22
4387.65,1,9,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.18357636731022375,13
28931.62,1,13,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.1369226010985073,25
7879.07,1,14,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.19947745247466747,8
32882.02,1,17,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.08670562530053993,39
4579.8,1,12,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.21742280325873198,4
54911.7,1,12,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.08009894842285115,41
30614.73,1,10,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.16240718470399934,19
0.19,0,3,9,1,-1,MASS_RECORD_ACCESS,"Beijing, CN",-1,-0.01863876269738407,68
2223.77,1,16,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.20257944956194907,8
5232.0,1,17,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.09729371008801502,36
8302.56,1,15,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.13066463775860182,27
8697.45,1,16,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.1969684008204211,9
2641.36,1,10,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.19169623450871093,11
35896.77,1,10,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.15793896963357362,20
2271.89,1,13,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.2109230649184234,5
13844.82,1,14,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.20239586387145947,8
6745.46,1,16,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.1363712772778189,26
9861.53,1,17,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.18589582404519644,12
10572.5,1,11,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22192755853241303,2
5164.26,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1483643969830445,22
5820.01,1,16,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.20940922302506415,6
25901.31,1,13,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12386054747518094,29
6278.68,1,12,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.21274298279482406,5
14720.63,1,13,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.19579821964497723,9
7351.67,1,17,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.0976769744074214,36
0.66,0,22,17,5,-1,UNAUTHORIZED_TRADE,"Moscow, RU",-1,-0.042122599371764435,74
13560.91,1,12,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.19799386956753218,9
3266.12,1,17,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.16497710475328747,18
49008.49,1,11,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.14615773288432088,23
7985.68,1,17,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.15798407929429692,20
21951.13,1,13,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.20527690682920025,7
319.59,1,10,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.12326294378023661,29
28173.44,1,9,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.16938917525010494,17
3802.06,1,14,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.19588223953732947,9
998.11,1,15,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.21070531969915712,5
13596.23,1,13,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.2072429032857483,6
935.26,1,13,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.18509574925662958,12
3167.06,1,9,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.08184124597307063,40
25564.82,1,11,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.16316605718186766,18
2701.88,1,10,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.15428134183824138,21
13711.42,1,11,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.16481470879968524,18
0.19,0,2,17,5,-1,UNAUTHORIZED_TRADE,"Moscow, RU",-1,-0.04471800997366859,75
6527.52,1,10,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.2110342882273586,5
9747.5,1,14,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.22113623651236047,3
4589.21,1,9,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.13925867576248552,25
899.71,1,17,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.09955300708250114,36
29747.11,1,16,11,2,1,RATE_CHECK,"Delhi, DL",1,0.1743657554496777,15
9244.57,1,15,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.19259201111615087,10
11336.65,1,16,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.18194669791158202,13
2946.27,1,10,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.16510122688486073,18
10364.11,1,10,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.1258260550709821,28
6375.82,1,15,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.19340235437572612,10
9552.33,1,9,0,2,1,BOND_QUERY,"Delhi, DL",1,0.14581975274161152,23
19860.3,1,10,0,2,1,BOND_QUERY,"Delhi, DL",1,0.1521718374895768,21
14382.12,1,13,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.22181134029290134,2
14303.07,1,11,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.18828332994512775,11
8327.83,1,12,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.19587647256971685,9
6361.12,1,10,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.17481568285460058,15
8047.22,1,15,11,2,1,RATE_CHECK,"Delhi, DL",1,0.2096598663789041,6
16217.42,1,15,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.12340732813770794,29
13416.29,1,12,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.17047628096231687,16
1588257.48,0,22,17,3,-1,UNAUTHORIZED_TRADE,"Dubai, UAE",-1,-0.0868192541475642,86
1884.38,1,11,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.21556267137877788,4
3564.47,1,13,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.1923422318151436,10
9502.87,1,13,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.198641578698402,9
14420.81,1,17,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.16740415270441955,17
18374.28,1,16,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.1781217234421026,14
2691.23,1,16,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.1817122571235708,13
33128.38,1,16,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.0861173272238972,39
23.71,1,11,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.15238141784350512,21
33607.48,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.11100617761348808,33
54240.21,1,11,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.09511175517342918,37
8895.96,1,14,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.22124172213918541,2
1852.71,1,14,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.19766737506481802,9
5925.01,1,13,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.2163789840947068,4
21508.31,1,14,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.19801246639450998,9
13501.15,1,13,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.21270654661169464,5
9076.77,1,10,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.19575979700555762,9
7459.04,1,16,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.18079712366876488,14
28508.05,1,14,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.15054168139268098,22
15833.92,1,14,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.21548836021598783,4
20938.98,1,17,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.17233022063977926,16
1189.73,1,9,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.11099146291076678,33
22562.09,1,13,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.17565500184105332,15
3702.24,1,13,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.21833532799639488,3
12615.24,1,9,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.16255337862836788,18
35.13,1,11,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.10122399449737862,35
1342.3,1,17,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.15029629084733398,22
23634.86,1,13,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.20270723674304925,8
7794.16,1,14,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.13254473530063315,27
61584.59,1,16,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.07232001334077698,43
11320.04,1,17,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.18400425562357814,13
678.79,1,11,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.175572394987546,15
16907.77,1,15,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.21481256799123571,4
22027.63,1,10,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.201234626188733,8
4322.69,1,14,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.15742150279556683,20
4473.46,1,17,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.11969027486569572,30
12224.47,1,11,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.21292864494756475,5
8609.74,1,12,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.1609687846799931,19
20931.2,1,9,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.14754331157765432,23
5240.5,1,13,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.14812988422298345,22
34969.29,1,10,11,2,1,RATE_CHECK,"Delhi, DL",1,0.1670043024012438,17
14783.38,1,9,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.16007365932455286,19
24991.4,1,17,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.15283824245582756,21
5879.15,1,10,11,2,1,RATE_CHECK,"Delhi, DL",1,0.2003992882898022,8
2245707.84,0,5,16,5,-1,UNAUTHORIZED_DISBURSEMENT,"Moscow, RU",-1,-0.07726561094547668,84
0.51,0,6,2,3,-1,BULK_LOAN_EXPORT,"Dubai, UAE",-1,-0.03149292266140902,71
6595.59,1,17,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.18914645853593726,11
33595.56,1,13,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.14926535233674065,22
21230.34,1,13,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.1845906458985747,12
11468.23,1,11,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.1547801711991313,21
23146.04,1,15,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.13078971822273122,27
33392.54,1,17,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.1297726635235379,27
9373.19,1,13,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.198641578698402,9
6517.99,1,14,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.2234530417577299,2
26291.6,1,14,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.18514383859148542,12
3211.87,1,9,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.13940466654511502,25
23034.17,1,10,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.16367091013005658,18
342.34,1,9,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.13576743381367562,26
17971.5,1,13,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.17538087052484141,15
920.57,1,12,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.20811187216796462,6
14255.1,1,11,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.1667793811457049,17
1628.9,1,10,0,2,1,BOND_QUERY,"Delhi, DL",1,0.15481406545746945,21
16189.76,1,9,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.1711813697518872,16
59112.69,1,13,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.1057950857773412,34
4504.1,1,11,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.1888076943027056,11
3813.18,1,13,11,2,1,RATE_CHECK,"Delhi, DL",1,0.21270212834885083,5
43829.9,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.12075687419809744,30
2755.5,1,14,0,2,1,BOND_QUERY,"Delhi, DL",1,0.16242210370962068,19
43317.61,1,10,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.06264122774442404,46
24037.9,1,11,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.19964655667580755,8
4415.64,1,14,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.13659903803265094,26
316.23,1,15,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.20275576352394775,8
13106.46,1,12,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22315929380149063,2
21718.67,1,16,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.18698189802230547,12
10338.53,1,14,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.1291432359879664,28
3316.67,1,10,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.20825997842483757,6
65012.2,1,17,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.05878556495622578,47
21561.21,1,12,0,2,1,BOND_QUERY,"Delhi, DL",1,0.15347630685540703,21
41632.6,1,9,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.09400547156040573,37
23299.22,1,9,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.14361351622876994,24
25276.55,1,11,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.11810771630213512,31
7927.13,1,14,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.19928079537915666,8
8664.16,1,10,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.17794344013487956,14
803.94,1,11,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.21004662347831965,6
13071.6,1,9,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.1715676342325353,16
133.59,1,13,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.17688697805507653,15
14497.56,1,15,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.16892363867526677,17
